epoch,lr,loss,vl_loss,acc,vl_acc
1.0,8.413615740182968e-05,5.30718469619751,5.1326680183410645,0.2753758909526039,0.39318906921903174
2.0,2.997486518445895e-05,4.988136291503906,4.873049736022949,0.3476926278549503,0.33770287141073657
3.0,9.827409797553633e-10,4.873446464538574,4.809521198272705,0.37920330194405427,0.3544180885004855
