Unnamed: 0,epoch,lr,loss,vl_loss,acc,vl_acc
0,[8.425921566013169e-05],"tensor(5.2607, device='cuda:0', grad_fn=<DivBackward0>)","tensor(4.9702, device='cuda:0')",0.4849730329674141,0.5221251213760576,
1,[3.0129341490130863e-05],"tensor(4.9148, device='cuda:0', grad_fn=<DivBackward0>)","tensor(4.8489, device='cuda:0')",0.5388377295666198,0.5576362879733666,
2,[5.285299444771822e-11],"tensor(4.6542, device='cuda:0', grad_fn=<DivBackward0>)","tensor(4.6882, device='cuda:0')",0.5805802681095329,0.577264530448051,
